Order_ID,Order_Date,Customer_ID,Product,Category,Region,City,Customer_Segment,Sales_Channel,Quantity,Unit_Price,Discount,Revenue,Cost,Profit,Month
ORD00027,2025-03-26,CUST1285,Backpack,Accessories,North,Chandigarh,Consumer,Retail Store,2,1713.51,0.08,3152.86,1884.86,1268.0,2025-03
ORD00028,2025-12-05,CUST1161,Keyboard,Accessories,North,Lucknow,Consumer,Online,4,2205.01,0.0,8820.04,4851.02,3969.02,2025-12
ORD00029,2025-01-30,CUST1305,Laptop,Electronics,East,Bhubaneswar,Consumer,Online,5,65961.11,0.0,329805.55,237460.0,92345.55,2025-01
ORD00030,2025-02-04,CUST1299,Monitor,Electronics,South,Bengaluru,Corporate,Online,1,16693.78,0.15,14189.71,12019.52,2170.19,2025-02
ORD00031,2025-10-17,CUST1068,Mouse,Accessories,South,Chennai,Consumer,Retail Store,2,1220.65,0.08,2246.0,1342.72,903.28,2025-10
ORD00032,2025-12-10,CUST1038,Office Chair,Furniture,South,Hyderabad,Consumer,Retail Store,3,11367.41,0.0,34102.23,21143.38,12958.85,2025-12
ORD00033,2025-10-03,CUST1146,Monitor,Electronics,South,Bengaluru,Home Office,Distributor,5,16747.35,0.05,79549.91,60290.46,19259.45,2025-10
ORD00034,2025-03-22,CUST1342,Keyboard,Accessories,West,Ahmedabad,Corporate,Distributor,3,2358.01,0.0,7074.03,3890.72,3183.31,2025-03
ORD00035,2025-10-11,CUST1284,Office Chair,Furniture,West,Mumbai,Home Office,Online,1,12894.01,0.0,12894.01,7994.29,4899.72,2025-10
ORD00036,2025-03-21,CUST1259,Office Chair,Furniture,South,Bengaluru,Corporate,Online,3,12592.12,0.05,35887.54,23421.34,12466.2,2025-03
ORD00037,2025-09-08,CUST1171,Office Chair,Furniture,West,Mumbai,Consumer,Online,2,11624.86,0.0,23249.72,14414.83,8834.89,2025-09
ORD00038,2025-03-08,CUST1077,Office Chair,Furniture,North,Chandigarh,Corporate,Online,1,11227.53,0.0,11227.53,6961.07,4266.46,2025-03
ORD00039,2025-10-07,CUST1184,Laptop,Electronics,West,Pune,Consumer,Online,2,66916.02,0.0,133832.04,96359.07,37472.97,2025-10
ORD00040,2025-04-18,CUST1080,Monitor,Electronics,East,Patna,Corporate,Distributor,2,17827.64,0.1,32089.75,25671.8,6417.95,2025-04
ORD00041,2025-05-02,CUST1211,Headphones,Electronics,West,Pune,Home Office,Online,4,3288.34,0.05,12495.69,9470.42,3025.27,2025-05
ORD00042,2025-12-09,CUST1236,Monitor,Electronics,South,Hyderabad,Consumer,Online,3,17986.11,0.02,52879.16,38850.0,14029.16,2025-12
ORD00043,2025-06-29,CUST1036,Office Chair,Furniture,West,Pune,Consumer,Retail Store,2,11106.03,0.05,21101.46,13771.48,7329.98,2025-06
ORD00044,2025-05-23,CUST1060,Desk,Furniture,East,Guwahati,Corporate,Retail Store,2,15982.37,0.0,31964.74,19818.14,12146.6,2025-05
ORD00045,2025-05-14,CUST1224,Headphones,Electronics,East,Patna,Consumer,Retail Store,2,3364.92,0.05,6393.35,4845.48,1547.87,2025-05
ORD00046,2025-11-07,CUST1344,Mouse,Accessories,North,Jaipur,Consumer,Retail Store,1,1231.2,0.1,1108.08,677.16,430.92,2025-11
ORD00047,2025-04-11,CUST1260,Desk,Furniture,South,Chennai,Corporate,Retail Store,1,14548.11,0.05,13820.7,9019.83,4800.87,2025-04
ORD00048,2025-06-08,CUST1347,Backpack,Accessories,South,Chennai,Corporate,Online,4,1805.78,0.08,6645.27,3972.72,2672.55,2025-06
ORD00049,2025-03-31,CUST1297,Printer,Electronics,East,Guwahati,Corporate,Online,2,14104.63,0.08,25952.52,20310.67,5641.85,2025-03
ORD00050,2025-11-07,CUST1087,Desk,Furniture,South,Kochi,Corporate,Online,5,14243.65,0.15,60535.51,44155.32,16380.19,2025-11
ORD00051,2025-12-04,CUST1116,Smartphone,Electronics,South,Chennai,Consumer,Distributor,2,30103.74,0.05,57197.11,43349.39,13847.72,2025-12
ORD00052,2025-04-12,CUST1213,Headphones,Electronics,North,Jaipur,Home Office,Retail Store,4,3654.07,0.08,13446.98,10523.72,2923.26,2025-04
ORD00053,2025-11-19,CUST1055,Printer,Electronics,North,Chandigarh,Consumer,Online,3,14984.48,0.0,44953.44,32366.48,12586.96,2025-11
ORD00054,2025-08-06,CUST1069,Monitor,Electronics,North,Chandigarh,Consumer,Online,5,19137.1,0.08,88030.66,68893.56,19137.1,2025-08
ORD00055,2025-08-26,CUST1259,Mouse,Accessories,West,Ahmedabad,Home Office,Distributor,3,1218.8,0.15,3107.94,2011.02,1096.92,2025-08
ORD00056,2025-08-07,CUST1327,Mouse,Accessories,South,Bengaluru,Corporate,Online,2,1281.0,0.02,2510.76,1409.1,1101.66,2025-08
ORD00057,2025-05-22,CUST1172,Mouse,Accessories,South,Bengaluru,Consumer,Online,2,1120.99,0.05,2129.88,1233.09,896.79,2025-05
ORD00058,2025-06-13,CUST1213,Mouse,Accessories,North,Jaipur,Consumer,Retail Store,4,1141.63,0.0,4566.52,2511.59,2054.93,2025-06
ORD00059,2025-07-28,CUST1011,Desk,Furniture,East,Guwahati,Consumer,Retail Store,2,13908.55,0.1,25035.39,17246.6,7788.79,2025-07
ORD00060,2025-10-22,CUST1276,Backpack,Accessories,South,Chennai,Consumer,Online,6,1749.7,0.08,9658.34,5774.01,3884.33,2025-10
ORD00061,2025-10-07,CUST1343,Printer,Electronics,West,Surat,Consumer,Online,1,13750.64,0.05,13063.11,9900.46,3162.65,2025-10
ORD00062,2025-12-14,CUST1304,Backpack,Accessories,West,Surat,Home Office,Distributor,3,1734.15,0.08,4786.25,2861.35,1924.9,2025-12
ORD00063,2025-10-16,CUST1168,Laptop,Electronics,North,Chandigarh,Consumer,Online,1,68418.87,0.08,62945.36,49261.59,13683.77,2025-10
ORD00064,2025-04-19,CUST1241,Keyboard,Accessories,South,Kochi,Consumer,Distributor,2,2149.58,0.0,4299.16,2364.54,1934.62,2025-04
ORD00065,2025-01-10,CUST1016,Mouse,Accessories,North,Lucknow,Consumer,Online,8,1157.94,0.0,9263.52,5094.94,4168.58,2025-01
ORD00066,2025-05-07,CUST1239,Monitor,Electronics,West,Pune,Consumer,Online,1,18122.96,0.02,17760.5,13048.53,4711.97,2025-05
ORD00067,2025-12-25,CUST1160,Office Chair,Furniture,West,Pune,Corporate,Distributor,4,11310.57,0.02,44337.43,28050.21,16287.22,2025-12
ORD00068,2025-02-25,CUST1102,Printer,Electronics,North,Lucknow,Corporate,Distributor,2,14676.92,0.15,24950.76,21134.76,3816.0,2025-02
ORD00069,2025-02-08,CUST1062,Printer,Electronics,East,Bhubaneswar,Consumer,Retail Store,5,13046.99,0.1,58711.46,46969.16,11742.3,2025-02
ORD00070,2025-10-17,CUST1216,Laptop,Electronics,South,Kochi,Corporate,Online,3,70063.62,0.0,210190.86,151337.42,58853.44,2025-10
ORD00071,2025-09-08,CUST1091,Smartphone,Electronics,South,Chennai,Corporate,Retail Store,4,29219.66,0.08,107528.35,84152.62,23375.73,2025-09
ORD00072,2025-09-25,CUST1126,Office Chair,Furniture,East,Guwahati,Consumer,Retail Store,3,11421.53,0.05,32551.36,21244.05,11307.31,2025-09
ORD00073,2025-02-14,CUST1015,Office Chair,Furniture,West,Pune,Corporate,Retail Store,4,11050.6,0.05,41992.28,27405.49,14586.79,2025-02
ORD00074,2025-09-11,CUST1142,Desk,Furniture,North,Jaipur,Consumer,Online,2,15757.11,0.1,28362.8,19538.82,8823.98,2025-09
ORD00075,2025-10-12,CUST1244,Laptop,Electronics,South,Bengaluru,Consumer,Retail Store,3,67151.32,0.02,197424.88,145046.85,52378.03,2025-10
ORD00076,2025-11-27,CUST1340,Keyboard,Accessories,South,Hyderabad,Consumer,Online,4,2280.61,0.05,8666.32,5017.34,3648.98,2025-11
ORD00077,2025-10-25,CUST1233,Desk,Furniture,South,Chennai,Consumer,Retail Store,2,15651.05,0.15,26606.78,19407.3,7199.48,2025-10
ORD00078,2025-05-19,CUST1095,Office Chair,Furniture,South,Hyderabad,Corporate,Online,4,11182.17,0.15,38019.38,27731.78,10287.6,2025-05
ORD00079,2025-04-09,CUST1052,Monitor,Electronics,West,Ahmedabad,Corporate,Distributor,3,17592.38,0.05,50138.28,37999.54,12138.74,2025-04
ORD00080,2025-04-10,CUST1028,Office Chair,Furniture,North,Jaipur,Consumer,Retail Store,1,11262.47,0.0,11262.47,6982.73,4279.74,2025-04
ORD00081,2025-10-11,CUST1294,Office Chair,Furniture,East,Bhubaneswar,Corporate,Retail Store,1,12697.16,0.0,12697.16,7872.24,4824.92,2025-10
ORD00082,2025-05-26,CUST1059,Keyboard,Accessories,South,Chennai,Consumer,Online,6,2243.4,0.08,12383.57,7403.22,4980.35,2025-05
ORD00083,2025-02-03,CUST1128,Backpack,Accessories,South,Hyderabad,Consumer,Retail Store,8,1751.3,0.0,14010.4,7705.72,6304.68,2025-02
ORD00084,2025-03-02,CUST1302,Mouse,Accessories,West,Pune,Corporate,Online,6,1116.2,0.05,6362.34,3683.46,2678.88,2025-03
ORD00085,2025-08-08,CUST1321,Office Chair,Furniture,East,Kolkata,Corporate,Retail Store,8,11637.09,0.02,91234.79,57719.97,33514.82,2025-08
ORD00086,2025-04-19,CUST1231,Office Chair,Furniture,East,Bhubaneswar,Consumer,Retail Store,1,11664.35,0.08,10731.2,7231.9,3499.3,2025-04
ORD00087,2025-12-19,CUST1037,Printer,Electronics,South,Hyderabad,Consumer,Retail Store,4,14514.32,0.08,53412.7,41801.24,11611.46,2025-12
ORD00088,2025-12-18,CUST1073,Monitor,Electronics,West,Pune,Consumer,Online,3,18396.17,0.05,52429.08,39735.73,12693.35,2025-12
ORD00089,2025-02-06,CUST1064,Laptop,Electronics,North,Lucknow,Corporate,Retail Store,6,69027.01,0.08,381029.1,298196.68,82832.42,2025-02
ORD00090,2025-08-28,CUST1222,Office Chair,Furniture,East,Patna,Consumer,Online,1,11946.65,0.0,11946.65,7406.92,4539.73,2025-08
ORD00091,2025-06-15,CUST1011,Printer,Electronics,South,Hyderabad,Consumer,Retail Store,5,13147.89,0.1,59165.5,47332.4,11833.1,2025-06
ORD00092,2025-12-11,CUST1300,Office Chair,Furniture,East,Bhubaneswar,Consumer,Retail Store,6,12409.43,0.02,72967.45,46163.08,26804.37,2025-12
ORD00093,2025-08-12,CUST1169,Keyboard,Accessories,West,Surat,Consumer,Online,4,2291.8,0.02,8983.86,5041.96,3941.9,2025-08
ORD00094,2025-07-30,CUST1130,Keyboard,Accessories,South,Kochi,Corporate,Retail Store,2,2221.57,0.05,4220.98,2443.73,1777.25,2025-07
ORD00095,2025-06-15,CUST1237,Smartphone,Electronics,West,Surat,Home Office,Retail Store,1,29213.93,0.1,26292.54,21034.03,5258.51,2025-06
ORD00096,2025-07-31,CUST1105,Laptop,Electronics,North,Lucknow,Corporate,Online,2,64935.47,0.0,129870.94,93507.08,36363.86,2025-07
ORD00097,2025-05-17,CUST1312,Mouse,Accessories,North,Lucknow,Consumer,Retail Store,1,1204.36,0.15,1023.71,662.4,361.31,2025-05
ORD00098,2025-05-03,CUST1237,Headphones,Electronics,South,Hyderabad,Corporate,Online,10,3459.42,0.0,34594.2,24907.82,9686.38,2025-05
ORD00099,2025-03-02,CUST1125,Headphones,Electronics,South,Chennai,Consumer,Online,5,3234.23,0.08,14877.46,11643.23,3234.23,2025-03
ORD00100,2025-08-22,CUST1142,Mouse,Accessories,North,Jaipur,Home Office,Online,5,1124.72,0.0,5623.6,3092.98,2530.62,2025-08
ORD00101,2025-08-01,CUST1297,Desk,Furniture,West,Ahmedabad,Home Office,Online,2,13875.43,0.1,24975.77,17205.53,7770.24,2025-08
ORD00102,2025-12-04,CUST1194,Keyboard,Accessories,West,Surat,Corporate,Online,3,2248.02,0.1,6069.65,3709.23,2360.42,2025-12
ORD00103,2025-08-22,CUST1163,Desk,Furniture,West,Pune,Corporate,Online,4,14554.45,0.0,58217.8,36095.04,22122.76,2025-08
ORD00104,2025-08-31,CUST1170,Backpack,Accessories,South,Bengaluru,Consumer,Online,3,1802.47,0.1,4866.67,2974.08,1892.59,2025-08
ORD00105,2025-02-21,CUST1039,Keyboard,Accessories,North,Chandigarh,Consumer,Online,5,2343.46,0.02,11482.95,6444.52,5038.43,2025-02
ORD00106,2025-08-29,CUST1195,Office Chair,Furniture,South,Kochi,Corporate,Distributor,5,11518.64,0.1,51833.88,35707.78,16126.1,2025-08
ORD00107,2025-06-12,CUST1117,Keyboard,Accessories,West,Mumbai,Corporate,Online,4,2168.45,0.05,8240.11,4770.59,3469.52,2025-06
ORD00108,2025-02-16,CUST1167,Backpack,Accessories,West,Mumbai,Consumer,Retail Store,6,1873.6,0.0,11241.6,6182.88,5058.72,2025-02
ORD00109,2025-01-29,CUST1088,Office Chair,Furniture,South,Kochi,Consumer,Online,3,11479.29,0.02,33749.11,21351.48,12397.63,2025-01
ORD00110,2025-03-31,CUST1119,Smartphone,Electronics,East,Guwahati,Corporate,Online,6,26104.87,0.02,153496.64,112773.04,40723.6,2025-03
ORD00111,2025-08-25,CUST1081,Office Chair,Furniture,South,Hyderabad,Home Office,Online,2,11596.32,0.1,20873.38,14379.44,6493.94,2025-08
ORD00112,2025-02-07,CUST1102,Keyboard,Accessories,West,Ahmedabad,Corporate,Online,2,2080.75,0.05,3953.42,2288.83,1664.59,2025-02
ORD00113,2025-07-16,CUST1012,Keyboard,Accessories,North,Chandigarh,Corporate,Retail Store,10,2351.25,0.05,22336.88,12931.88,9405.0,2025-07
ORD00114,2025-12-04,CUST1118,Backpack,Accessories,South,Hyderabad,Home Office,Retail Store,5,1888.74,0.05,8971.51,5194.04,3777.47,2025-12
ORD00115,2025-11-07,CUST1349,Desk,Furniture,North,Jaipur,Corporate,Retail Store,4,15320.17,0.15,52088.58,37994.02,14094.56,2025-11
ORD00116,2025-03-12,CUST1068,Smartphone,Electronics,West,Mumbai,Consumer,Online,3,29664.14,0.15,75643.56,64074.54,11569.02,2025-03
ORD00117,2025-02-16,CUST1272,Office Chair,Furniture,South,Kochi,Consumer,Online,3,12583.05,0.05,35861.69,23404.47,12457.22,2025-02
ORD00118,2025-09-14,CUST1174,Office Chair,Furniture,West,Ahmedabad,Home Office,Distributor,8,11398.21,0.05,86626.4,56535.12,30091.28,2025-09
ORD00119,2025-02-28,CUST1204,Keyboard,Accessories,West,Pune,Corporate,Online,4,2338.18,0.15,7949.81,5144.0,2805.81,2025-02
ORD00120,2025-10-13,CUST1345,Desk,Furniture,North,Chandigarh,Consumer,Online,2,15094.42,0.15,25660.51,18717.08,6943.43,2025-10
ORD00121,2025-05-15,CUST1168,Printer,Electronics,South,Chennai,Consumer,Online,1,14688.67,0.1,13219.8,10575.84,2643.96,2025-05
ORD00122,2025-11-09,CUST1024,Monitor,Electronics,East,Guwahati,Home Office,Online,2,19140.74,0.02,37515.85,27562.67,9953.18,2025-11
ORD00123,2025-01-20,CUST1190,Office Chair,Furniture,West,Mumbai,Consumer,Distributor,1,11650.57,0.08,10718.52,7223.35,3495.17,2025-01
ORD00124,2025-12-10,CUST1209,Mouse,Accessories,South,Bengaluru,Home Office,Retail Store,5,1125.13,0.1,5063.09,3094.11,1968.98,2025-12
ORD00125,2025-05-24,CUST1189,Laptop,Electronics,East,Bhubaneswar,Consumer,Distributor,5,62170.53,0.0,310852.65,223813.91,87038.74,2025-05
ORD00126,2025-10-06,CUST1047,Desk,Furniture,North,Lucknow,Consumer,Online,5,14825.06,0.08,68195.28,45957.69,22237.59,2025-10
ORD00127,2025-12-06,CUST1106,Monitor,Electronics,East,Kolkata,Consumer,Online,10,18915.88,0.1,170242.92,136194.34,34048.58,2025-12
ORD00128,2025-02-05,CUST1002,Mouse,Accessories,North,Jaipur,Corporate,Online,4,1269.26,0.1,4569.34,2792.37,1776.97,2025-02
ORD00129,2025-05-22,CUST1008,Headphones,Electronics,West,Ahmedabad,Corporate,Online,5,3223.89,0.02,15797.06,11606.0,4191.06,2025-05
ORD00130,2025-07-03,CUST1059,Monitor,Electronics,East,Kolkata,Consumer,Online,4,18030.95,0.1,64911.42,51929.14,12982.28,2025-07
ORD00131,2025-02-02,CUST1023,Keyboard,Accessories,South,Chennai,Consumer,Online,3,2170.93,0.1,5861.51,3582.03,2279.48,2025-02
ORD00132,2025-12-04,CUST1056,Mouse,Accessories,South,Hyderabad,Consumer,Online,2,1146.64,0.15,1949.29,1261.3,687.99,2025-12
ORD00133,2025-09-09,CUST1325,Keyboard,Accessories,North,Delhi,Consumer,Online,1,2066.19,0.1,1859.57,1136.4,723.17,2025-09
ORD00134,2025-10-27,CUST1221,Mouse,Accessories,West,Surat,Home Office,Online,2,1168.82,0.1,2103.88,1285.7,818.18,2025-10
ORD00135,2025-02-20,CUST1205,Smartphone,Electronics,West,Pune,Consumer,Distributor,2,29984.24,0.08,55171.0,43177.31,11993.69,2025-02
ORD00136,2025-08-01,CUST1035,Smartphone,Electronics,South,Chennai,Corporate,Online,1,27207.95,0.08,25031.31,19589.72,5441.59,2025-08
ORD00137,2025-02-16,CUST1301,Smartphone,Electronics,North,Delhi,Corporate,Online,1,28084.18,0.0,28084.18,20220.61,7863.57,2025-02
ORD00138,2025-10-15,CUST1027,Mouse,Accessories,South,Hyderabad,Consumer,Distributor,6,1238.98,0.08,6839.17,4088.63,2750.54,2025-10
ORD00139,2025-05-28,CUST1056,Printer,Electronics,South,Hyderabad,Corporate,Online,3,13694.53,0.02,40261.92,29580.18,10681.74,2025-05
ORD00140,2025-06-29,CUST1315,Mouse,Accessories,South,Chennai,Corporate,Retail Store,5,1290.58,0.1,5807.61,3549.1,2258.51,2025-06
ORD00141,2025-12-12,CUST1180,Mouse,Accessories,North,Lucknow,Consumer,Online,4,1288.79,0.05,4897.4,2835.34,2062.06,2025-12
ORD00142,2025-01-04,CUST1272,Headphones,Electronics,West,Surat,Consumer,Retail Store,8,3361.0,0.0,26888.0,19359.36,7528.64,2025-01
ORD00143,2025-04-21,CUST1306,Backpack,Accessories,South,Chennai,Consumer,Online,2,1799.21,0.1,3238.58,1979.13,1259.45,2025-04
ORD00144,2025-02-13,CUST1311,Laptop,Electronics,North,Delhi,Corporate,Online,4,62929.13,0.08,231579.2,181235.89,50343.31,2025-02
ORD00145,2025-08-15,CUST1250,Backpack,Accessories,South,Hyderabad,Consumer,Online,4,1738.03,0.1,6256.91,3823.67,2433.24,2025-08
ORD00146,2025-09-27,CUST1071,Office Chair,Furniture,North,Chandigarh,Home Office,Online,1,11110.82,0.02,10888.6,6888.71,3999.89,2025-09
ORD00147,2025-05-11,CUST1118,Office Chair,Furniture,South,Hyderabad,Consumer,Online,1,12210.36,0.1,10989.32,7570.42,3418.9,2025-05
ORD00148,2025-09-14,CUST1236,Mouse,Accessories,West,Ahmedabad,Consumer,Distributor,1,1200.51,0.0,1200.51,660.28,540.23,2025-09
ORD00149,2025-02-09,CUST1167,Desk,Furniture,East,Guwahati,Corporate,Online,1,13923.55,0.0,13923.55,8632.6,5290.95,2025-02
ORD00150,2025-03-29,CUST1206,Printer,Electronics,South,Chennai,Consumer,Retail Store,2,13504.17,0.1,24307.51,19446.0,4861.51,2025-03
ORD00151,2025-09-26,CUST1262,Smartphone,Electronics,South,Chennai,Corporate,Online,4,29829.03,0.0,119316.12,85907.61,33408.51,2025-09
ORD00152,2025-11-21,CUST1076,Smartphone,Electronics,South,Bengaluru,Home Office,Online,4,26833.24,0.15,91233.02,77279.73,13953.29,2025-11
ORD00153,2025-05-01,CUST1091,Smartphone,Electronics,North,Jaipur,Consumer,Online,4,26409.13,0.0,105636.52,76058.29,29578.23,2025-05
ORD00154,2025-11-18,CUST1166,Keyboard,Accessories,South,Kochi,Corporate,Distributor,3,2196.29,0.1,5929.98,3623.88,2306.1,2025-11
ORD00155,2025-11-18,CUST1029,Desk,Furniture,North,Delhi,Consumer,Retail Store,5,16165.56,0.1,72745.02,50113.24,22631.78,2025-11
ORD00156,2025-06-30,CUST1331,Mouse,Accessories,North,Chandigarh,Consumer,Online,5,1150.47,0.0,5752.35,3163.79,2588.56,2025-06
ORD00157,2025-02-16,CUST1231,Printer,Electronics,East,Guwahati,Consumer,Retail Store,5,14385.58,0.0,71927.9,51788.09,20139.81,2025-02
ORD00158,2025-10-20,CUST1044,Monitor,Electronics,South,Kochi,Consumer,Distributor,2,18753.46,0.05,35631.57,27004.98,8626.59,2025-10
ORD00159,2025-09-16,CUST1191,Headphones,Electronics,North,Chandigarh,Home Office,Online,3,3353.08,0.05,9556.28,7242.65,2313.63,2025-09
ORD00160,2025-05-25,CUST1034,Backpack,Accessories,South,Chennai,Corporate,Online,3,1865.73,0.05,5317.33,3078.45,2238.88,2025-05
ORD00161,2025-06-18,CUST1077,Smartphone,Electronics,East,Guwahati,Consumer,Retail Store,3,27407.67,0.1,74000.71,59200.57,14800.14,2025-06
ORD00162,2025-06-20,CUST1201,Smartphone,Electronics,East,Bhubaneswar,Home Office,Online,3,28592.73,0.15,72911.46,61760.3,11151.16,2025-06
ORD00163,2025-03-08,CUST1344,Printer,Electronics,East,Kolkata,Consumer,Online,5,14299.11,0.02,70065.64,51476.8,18588.84,2025-03
ORD00164,2025-12-26,CUST1175,Mouse,Accessories,North,Chandigarh,Consumer,Online,2,1206.87,0.02,2365.47,1327.56,1037.91,2025-12
ORD00165,2025-09-06,CUST1277,Monitor,Electronics,North,Jaipur,Consumer,Online,5,16820.03,0.1,75690.13,60552.11,15138.02,2025-09
ORD00166,2025-09-27,CUST1320,Laptop,Electronics,East,Bhubaneswar,Corporate,Online,1,68487.15,0.15,58214.08,49310.75,8903.33,2025-09
ORD00167,2025-03-26,CUST1230,Keyboard,Accessories,North,Lucknow,Corporate,Online,2,2136.91,0.05,4060.13,2350.6,1709.53,2025-03
ORD00168,2025-04-30,CUST1226,Mouse,Accessories,South,Kochi,Home Office,Online,4,1139.81,0.1,4103.32,2507.58,1595.74,2025-04
ORD00169,2025-08-25,CUST1129,Office Chair,Furniture,West,Surat,Home Office,Retail Store,5,11118.29,0.02,54479.62,34466.7,20012.92,2025-08
ORD00170,2025-01-27,CUST1083,Keyboard,Accessories,West,Mumbai,Corporate,Online,1,2231.99,0.0,2231.99,1227.59,1004.4,2025-01
ORD00171,2025-05-20,CUST1179,Keyboard,Accessories,West,Pune,Home Office,Online,6,2262.5,0.08,12489.0,7466.25,5022.75,2025-05
ORD00172,2025-01-14,CUST1164,Backpack,Accessories,North,Lucknow,Consumer,Distributor,2,1660.78,0.0,3321.56,1826.86,1494.7,2025-01
ORD00173,2025-02-20,CUST1241,Desk,Furniture,West,Pune,Consumer,Distributor,3,15029.02,0.02,44185.32,27953.98,16231.34,2025-02
ORD00174,2025-08-18,CUST1312,Printer,Electronics,North,Delhi,Consumer,Online,1,13387.35,0.15,11379.25,9638.89,1740.36,2025-08
ORD00175,2025-09-28,CUST1319,Backpack,Accessories,North,Lucknow,Consumer,Online,2,1841.81,0.15,3131.08,2025.99,1105.09,2025-09
ORD00176,2025-08-23,CUST1074,Smartphone,Electronics,North,Chandigarh,Corporate,Online,3,26541.16,0.02,78031.01,57328.91,20702.1,2025-08
ORD00177,2025-05-30,CUST1269,Backpack,Accessories,North,Lucknow,Consumer,Online,4,1854.99,0.0,7419.96,4080.98,3338.98,2025-05
ORD00178,2025-07-04,CUST1130,Smartphone,Electronics,West,Mumbai,Consumer,Online,3,27492.57,0.05,78353.82,59383.95,18969.87,2025-07
ORD00179,2025-01-09,CUST1171,Desk,Furniture,West,Ahmedabad,Consumer,Retail Store,1,16048.15,0.1,14443.33,9949.85,4493.48,2025-01
